Plan_mes,mes,nro_cliente,cambio_de_plan
96327,2,1609,0
96327,3,1609,0
96262,1,1610,0
96262,2,1610,0
96262,3,1610,0
96133,1,1611,0
96874,2,1611,1
96874,3,1611,0
95570,1,1612,0
95570,2,1612,0
95570,3,1612,0
95599,1,1613,0
95599,2,1613,0
95599,3,1613,0
94463,1,1614,0
94463,2,1614,0
94463,3,1614,0
96308,1,1615,0
97002,2,1615,1
96806,3,1615,1
96409,1,1616,0
96409,2,1616,0
96409,3,1616,0
96400,1,1617,0
96737,2,1617,1
96737,3,1617,0
95645,1,1618,0
95645,2,1618,0
95645,3,1618,0
96420,1,1619,0
96420,2,1619,0
96916,3,1619,1
96133,1,1620,0
96133,2,1620,0
96874,3,1620,1
96007,1,1621,0
96767,2,1621,1
96767,3,1621,0
96121,1,1622,0
96121,2,1622,0
96741,3,1622,1
95982,1,1623,0
95982,2,1623,0
97017,3,1623,1
93561,1,1624,0
93561,2,1624,0
93561,3,1624,0
96133,1,1625,0
96133,2,1625,0
96133,3,1625,0
96018,1,1626,0
96018,2,1626,0
97034,3,1626,1
96385,1,1627,0
96385,2,1627,0
96385,3,1627,0
93845,1,1628,0
93845,2,1628,0
93845,3,1628,0
96409,1,1629,0
96409,2,1629,0
96409,3,1629,0
96018,1,1630,0
97034,2,1630,1
97034,3,1630,0
95729,1,1631,0
96922,2,1631,1
96922,3,1631,0
95982,1,1632,0
95982,2,1632,0
95982,3,1632,0
95456,1,1633,0
95456,2,1633,0
96859,3,1633,1
95729,1,1634,0
96409,2,1634,1
96409,3,1634,0
96133,1,1635,0
96133,2,1635,0
96874,3,1635,1
96327,1,1636,0
96327,2,1636,0
96327,3,1636,0
93521,1,1637,0
96806,2,1637,1
96806,3,1637,0
95471,1,1638,0
96400,2,1638,1
96737,3,1638,1
95712,1,1639,0
95712,2,1639,0
96874,3,1639,1
93618,1,1640,0
96327,2,1640,1
96327,3,1640,0
96262,1,1641,0
96262,2,1641,0
96865,3,1641,1
95982,1,1642,0
95982,2,1642,0
95982,3,1642,0
96119,1,1643,0
96970,2,1643,1
96970,3,1643,0
96007,1,1644,0
96767,2,1644,1
96767,3,1644,0
93521,1,1645,0
93521,2,1645,0
93521,3,1645,0
94402,1,1646,0
94402,2,1646,0
94402,3,1646,0
96133,1,1647,0
96133,2,1647,0
96133,3,1647,0
96385,1,1648,0
96385,2,1648,0
96385,3,1648,0
96018,1,1649,0
97034,2,1649,1
97034,3,1649,0
95744,1,1650,0
95744,2,1650,0
95744,3,1650,0
96022,1,1651,0
96022,2,1651,0
96722,3,1651,1
95422,1,1652,0
96865,2,1652,1
96865,3,1652,0
96121,1,1653,0
96121,2,1653,0
96121,3,1653,0
96262,1,1654,0
96865,2,1654,1
96865,3,1654,0
96208,1,1655,0
96208,2,1655,0
96793,3,1655,1
96038,1,1656,0
96038,2,1656,0
96038,3,1656,0
96385,1,1657,0
96385,2,1657,0
96890,3,1657,1
93561,1,1658,0
93561,2,1658,0
93561,3,1658,0
96400,1,1659,0
96400,2,1659,0
96400,3,1659,0
96327,1,1660,0
97120,2,1660,1
97120,3,1660,0
96007,1,1661,0
96007,2,1661,0
96007,3,1661,0
95982,1,1662,0
95982,2,1662,0
95982,3,1662,0
96400,1,1663,0
96400,2,1663,0
96737,3,1663,1
96308,1,1664,0
96308,2,1664,0
97002,3,1664,1
96234,1,1665,0
96234,2,1665,0
96234,3,1665,0
94463,1,1666,0
94463,2,1666,0
94463,3,1666,0
96092,1,1667,0
96807,2,1667,1
96807,3,1667,0
96119,1,1668,0
96119,2,1668,0
96119,3,1668,0
94515,1,1669,0
94515,2,1669,0
94515,3,1669,0
95729,1,1670,0
95729,2,1670,0
95729,3,1670,0
96133,1,1671,0
96133,2,1671,0
96133,3,1671,0
96007,1,1672,0
96007,2,1672,0
96767,3,1672,1
96308,1,1673,0
96308,2,1673,0
96308,3,1673,0
96385,1,1674,0
96890,2,1674,1
96890,3,1674,0
96119,1,1675,0
96119,2,1675,0
96119,3,1675,0
96411,1,1676,0
96411,2,1676,0
96770,3,1676,1
96043,1,1677,0
96043,2,1677,0
96043,3,1677,0
94463,1,1678,0
94463,2,1678,0
94463,3,1678,0
96327,1,1679,0
96327,2,1679,0
97120,3,1679,1
93521,1,1680,0
93521,2,1680,0
93521,3,1680,0
95611,1,1681,0
95611,2,1681,0
95611,3,1681,0
95729,1,1682,0
96409,2,1682,1
96409,3,1682,0
96308,1,1683,0
96308,2,1683,0
96308,3,1683,0
96390,1,1684,0
96390,2,1684,0
96390,3,1684,0
96327,1,1685,0
96327,2,1685,0
96327,3,1685,0
95729,1,1686,0
95729,2,1686,0
96810,3,1686,1
96133,1,1687,0
96133,2,1687,0
96133,3,1687,0
96054,1,1688,0
96844,2,1688,1
96844,3,1688,0
95645,1,1689,0
95645,2,1689,0
95645,3,1689,0
95982,1,1690,0
95982,2,1690,0
96770,3,1690,1
96411,1,1691,0
96411,2,1691,0
96715,3,1691,1
95670,1,1692,0
97017,2,1692,1
97017,3,1692,0
96234,1,1693,0
96234,2,1693,0
96234,3,1693,0
96092,1,1694,0
96092,2,1694,0
96092,3,1694,0
96054,1,1695,0
96054,2,1695,0
96054,3,1695,0
96327,1,1696,0
96327,2,1696,0
97120,3,1696,1
95456,1,1697,0
96332,2,1697,1
96332,3,1697,0
93561,1,1698,0
96409,2,1698,1
96409,3,1698,0
94463,1,1699,0
94463,2,1699,0
94463,3,1699,0
96262,1,1700,0
96262,2,1700,0
96865,3,1700,1
95982,1,1701,0
97017,2,1701,1
97017,3,1701,0
96411,1,1702,0
96715,2,1702,1
96715,3,1702,0
96133,1,1703,0
96133,2,1703,0
96874,3,1703,1
93631,1,1704,0
93631,2,1704,0
93631,3,1704,0
96133,1,1705,0
96133,2,1705,0
96874,3,1705,1
96133,1,1706,0
96133,2,1706,0
96874,3,1706,1
96018,1,1707,0
96018,2,1707,0
97034,3,1707,1
93618,1,1708,0
93618,2,1708,0
93618,3,1708,0
93618,1,1709,0
93618,2,1709,0
93618,3,1709,0
96409,1,1710,0
96810,2,1710,1
96810,3,1710,0
95400,1,1711,0
95400,2,1711,0
95400,3,1711,0
94402,1,1712,0
94402,2,1712,0
94402,3,1712,0
96345,1,1713,0
96733,2,1713,1
96733,3,1713,0
96327,1,1714,0
96327,2,1714,0
96327,3,1714,0
96409,1,1715,0
96409,2,1715,0
96409,3,1715,0
96411,1,1716,0
96411,2,1716,0
96715,3,1716,1
96262,1,1717,0
96865,2,1717,1
96865,3,1717,0
96385,1,1718,0
96890,2,1718,1
96890,3,1718,0
93845,1,1719,0
93845,2,1719,0
93845,3,1719,0
96400,1,1720,0
96737,2,1720,1
96737,3,1720,0
93618,1,1721,0
93618,2,1721,0
93618,3,1721,0
96409,1,1722,0
96409,2,1722,0
96409,3,1722,0
93720,1,1723,0
93720,2,1723,0
93720,3,1723,0
95645,1,1724,0
96327,2,1724,1
96327,3,1724,0
93845,1,1725,0
93845,2,1725,0
93845,3,1725,0
95982,1,1726,0
95982,2,1726,0
95982,3,1726,0
95645,1,1727,0
95645,2,1727,0
95645,3,1727,0
96385,1,1728,0
96385,2,1728,0
96890,3,1728,1
96092,1,1729,0
96092,2,1729,0
96092,3,1729,0
93720,1,1730,0
93720,2,1730,0
93720,3,1730,0
95733,1,1731,0
95733,2,1731,0
95733,3,1731,0
96410,1,1732,0
96410,2,1732,0
96410,3,1732,0
95982,1,1733,0
97017,2,1733,1
97017,3,1733,0
96385,1,1734,0
96385,2,1734,0
96890,3,1734,1
96234,1,1735,0
96234,2,1735,0
96234,3,1735,0
96133,1,1736,0
96133,2,1736,0
96874,3,1736,1
94468,1,1737,0
94468,2,1737,0
94468,3,1737,0
96078,1,1738,0
96078,2,1738,0
96078,3,1738,0
96078,1,1739,0
96078,2,1739,0
96078,3,1739,0
94463,1,1740,0
94463,2,1740,0
94463,3,1740,0
96054,1,1741,0
96054,2,1741,0
96054,3,1741,0
96409,1,1742,0
96409,2,1742,0
96409,3,1742,0
94485,1,1743,0
94485,2,1743,0
94485,3,1743,0
94402,1,1744,0
96409,2,1744,1
96409,3,1744,0
94410,1,1745,0
94410,2,1745,0
94410,3,1745,0
93521,1,1746,0
93521,2,1746,0
93521,3,1746,0
96018,1,1747,0
96018,2,1747,0
97034,3,1747,1
95733,1,1748,0
96121,2,1748,1
96121,3,1748,0
95400,1,1749,0
95400,2,1749,0
96970,3,1749,1
96133,1,1750,0
96133,2,1750,0
96133,3,1750,0
96409,1,1751,0
96409,2,1751,0
96409,3,1751,0
96385,1,1752,0
96890,2,1752,1
96890,3,1752,0
95683,1,1753,0
96844,2,1753,1
96844,3,1753,0
95982,1,1754,0
95982,2,1754,0
95982,3,1754,0
96092,1,1755,0
96092,2,1755,0
96092,3,1755,0
96133,1,1756,0
96133,2,1756,0
96133,3,1756,0
94402,1,1757,0
96810,2,1757,1
96810,3,1757,0
96409,1,1758,0
96409,2,1758,0
96409,3,1758,0
96385,1,1759,0
96385,2,1759,0
96385,3,1759,0
95645,1,1760,0
95645,2,1760,0
95645,3,1760,0
96327,1,1761,0
96327,2,1761,0
97120,3,1761,1
96385,1,1762,0
96385,2,1762,0
96385,3,1762,0
96385,1,1763,0
96890,2,1763,1
96890,3,1763,0
96208,1,1764,0
96208,2,1764,0
96793,3,1764,1
96385,1,1765,0
96385,2,1765,0
96890,3,1765,1
96409,1,1766,0
96409,2,1766,0
96409,3,1766,0
93537,1,1767,0
93537,2,1767,0
96874,3,1767,1
94463,1,1768,0
96878,2,1768,1
96878,3,1768,0
96409,1,1769,0
96409,2,1769,0
96810,3,1769,1
96413,1,1770,0
96895,2,1770,1
96895,3,1770,0
96007,1,1771,0
96767,2,1771,1
96865,3,1771,1
95729,1,1772,0
96810,2,1772,1
96810,3,1772,0
96234,1,1773,0
96234,2,1773,0
96234,3,1773,0
96038,1,1774,0
96038,2,1774,0
96878,3,1774,1
93618,1,1775,0
97120,2,1775,1
97120,3,1775,0
95712,1,1776,0
95712,2,1776,0
95712,3,1776,0
96234,1,1777,0
96234,2,1777,0
96234,3,1777,0
96234,1,1778,0
96234,2,1778,0
96922,3,1778,1
95982,1,1779,0
95982,2,1779,0
97017,3,1779,1
96133,1,1780,0
96133,2,1780,0
96874,3,1780,1
96018,1,1781,0
96018,2,1781,0
96018,3,1781,0
96133,1,1782,0
96874,2,1782,1
96874,3,1782,0
95408,1,1783,0
95982,2,1783,1
95982,3,1783,0
93618,1,1784,0
93618,2,1784,0
93618,3,1784,0
96133,1,1785,0
96133,2,1785,0
96874,3,1785,1
93608,1,1786,0
93608,2,1786,0
93608,3,1786,0
96022,1,1787,0
96722,2,1787,1
96722,3,1787,0
96327,1,1788,0
97120,2,1788,1
97120,3,1788,0
95784,1,1789,0
95784,2,1789,0
95784,3,1789,0
93561,1,1790,0
93561,2,1790,0
93561,3,1790,0
95982,1,1791,0
95982,2,1791,0
95982,3,1791,0
96018,1,1792,0
96018,2,1792,0
96018,3,1792,0
96054,1,1793,0
96054,2,1793,0
96844,3,1793,1
94485,1,1794,0
94485,2,1794,0
94485,3,1794,0
95419,1,1795,0
95419,2,1795,0
95419,3,1795,0
96234,1,1796,0
96234,2,1796,0
96922,3,1796,1
96038,1,1797,0
96038,2,1797,0
96878,3,1797,1
96332,1,1798,0
96332,2,1798,0
96859,3,1798,1
96133,1,1799,0
96133,2,1799,0
96133,3,1799,0
95471,1,1800,0
95471,2,1800,0
95471,3,1800,0
95683,1,1801,0
95683,2,1801,0
95683,3,1801,0
95599,1,1802,0
95599,2,1802,0
95599,3,1802,0
96327,1,1803,0
96327,2,1803,0
97120,3,1803,1
96440,1,1804,0
96770,2,1804,1
96770,3,1804,0
94410,1,1805,0
94410,2,1805,0
96874,3,1805,1
96409,1,1806,0
96409,2,1806,0
96810,3,1806,1
96440,1,1807,0
96440,2,1807,0
96440,3,1807,0
96038,1,1808,0
96038,2,1808,0
96038,3,1808,0
96385,1,1809,0
96385,2,1809,0
96385,3,1809,0
96054,1,1810,0
96054,2,1810,0
96844,3,1810,1
96409,1,1811,0
96409,2,1811,0
96409,3,1811,0
95570,1,1812,0
95570,2,1812,0
95570,3,1812,0
96409,1,1813,0
96409,2,1813,0
96409,3,1813,0
96385,1,1814,0
96385,2,1814,0
96385,3,1814,0
96038,1,1815,0
96038,2,1815,0
96038,3,1815,0
95350,1,1816,0
95350,2,1816,0
95350,3,1816,0
96385,1,1817,0
96385,2,1817,0
96890,3,1817,1
96440,1,1818,0
96440,2,1818,0
96440,3,1818,0
96385,1,1819,0
96385,2,1819,0
96890,3,1819,1
95982,1,1820,0
95982,2,1820,0
95982,3,1820,0
95645,1,1821,0
95645,2,1821,0
97120,3,1821,1
95712,1,1822,0
96874,2,1822,1
96874,3,1822,0
96308,1,1823,0
96308,2,1823,0
97002,3,1823,1
96133,1,1824,0
96133,2,1824,0
96133,3,1824,0
96133,1,1825,0
96133,2,1825,0
96133,3,1825,0
96409,1,1826,0
96018,2,1826,1
97034,3,1826,1
96133,1,1827,0
96874,2,1827,1
96874,3,1827,0
93618,1,1828,0
93618,2,1828,0
93618,3,1828,0
96413,1,1829,0
96895,2,1829,1
96895,3,1829,0
96262,1,1830,0
96262,2,1830,0
96262,3,1830,0
94465,1,1831,0
94465,2,1831,0
94465,3,1831,0
95982,1,1832,0
95982,2,1832,0
95982,3,1832,0
96133,1,1833,0
96874,2,1833,1
96874,3,1833,0
96234,1,1834,0
96922,2,1834,1
96922,3,1834,0
95712,1,1835,0
96874,2,1835,1
96874,3,1835,0
93561,1,1836,0
93561,2,1836,0
96810,3,1836,1
96409,1,1837,0
96810,2,1837,1
96810,3,1837,0
95420,1,1838,0
96895,2,1838,1
96895,3,1838,0
96092,1,1839,0
96092,2,1839,0
96807,3,1839,1
96133,1,1840,0
96133,2,1840,0
96133,3,1840,0
96385,1,1841,0
96385,2,1841,0
96890,3,1841,1
96332,1,1842,0
96859,2,1842,1
96859,3,1842,0
96413,1,1843,0
96413,2,1843,0
96413,3,1843,0
96092,1,1844,0
96807,2,1844,1
96807,3,1844,0
96385,1,1845,0
96385,2,1845,0
96385,3,1845,0
96208,1,1846,0
96208,2,1846,0
96208,3,1846,0
96119,1,1847,0
96119,2,1847,0
96119,3,1847,0
95982,1,1848,0
95982,2,1848,0
95982,3,1848,0
96133,1,1849,0
96133,2,1849,0
96133,3,1849,0
95982,1,1850,0
96770,2,1850,1
96770,3,1850,0
96208,1,1851,0
96208,2,1851,0
96793,3,1851,1
95982,1,1852,0
95982,2,1852,0
97017,3,1852,1
96234,1,1853,0
96234,2,1853,0
96234,3,1853,0
96327,1,1854,0
96327,2,1854,0
96327,3,1854,0
96400,1,1855,0
96737,2,1855,1
96737,3,1855,0
95729,1,1856,0
95729,2,1856,0
95729,3,1856,0
94463,1,1857,0
94463,2,1857,0
94463,3,1857,0
96007,1,1858,0
96767,2,1858,1
96767,3,1858,0
96121,1,1859,0
96121,2,1859,0
96121,3,1859,0
95670,1,1860,0
95670,2,1860,0
95670,3,1860,0
94402,1,1861,0
94402,2,1861,0
94402,3,1861,0
96038,1,1862,0
96878,2,1862,1
96878,3,1862,0
96308,1,1863,0
96308,2,1863,0
96308,3,1863,0
94623,1,1864,0
96022,2,1864,1
96722,3,1864,1
95982,1,1865,0
95982,2,1865,0
95982,3,1865,0
96327,1,1866,0
96327,2,1866,0
96327,3,1866,0
94515,1,1867,0
94515,2,1867,0
94515,3,1867,0
95599,1,1868,0
95599,2,1868,0
95599,3,1868,0
96440,1,1869,0
96440,2,1869,0
96440,3,1869,0
96038,1,1870,0
96038,2,1870,0
96878,3,1870,1
96400,1,1871,0
96737,2,1871,1
96737,3,1871,0
96385,1,1872,0
96890,2,1872,1
96890,3,1872,0
95712,1,1873,0
96133,2,1873,1
96133,3,1873,0
96078,1,1874,0
96078,2,1874,0
96910,3,1874,1
96078,1,1875,0
96078,2,1875,0
96078,3,1875,0
94410,1,1876,0
94410,2,1876,0
94410,3,1876,0
94485,1,1877,0
97017,2,1877,1
97017,3,1877,0
96409,1,1878,0
96409,2,1878,0
96409,3,1878,0
95670,1,1879,0
95670,2,1879,0
95670,3,1879,0
96410,1,1880,0
96410,2,1880,0
96410,3,1880,0
96133,1,1881,0
96133,2,1881,0
96133,3,1881,0
96092,1,1882,0
96092,2,1882,0
96092,3,1882,0
96133,1,1883,0
96133,2,1883,0
96133,3,1883,0
93720,1,1884,0
93720,2,1884,0
93720,3,1884,0
96327,1,1885,0
97120,2,1885,1
97120,3,1885,0
93720,1,1886,0
96874,2,1886,1
96874,3,1886,0
96078,1,1887,0
96078,2,1887,0
96078,3,1887,0
96022,1,1888,0
96022,2,1888,0
96722,3,1888,1
96385,1,1889,0
96890,2,1889,1
96890,3,1889,0
96327,1,1890,0
96327,2,1890,0
96770,3,1890,1
96308,1,1891,0
96308,2,1891,0
96308,3,1891,0
96054,1,1892,0
96054,2,1892,0
96054,3,1892,0
95982,1,1893,0
95982,2,1893,0
95982,3,1893,0
95645,1,1894,0
95645,2,1894,0
95645,3,1894,0
96413,1,1895,0
96413,2,1895,0
96413,3,1895,0
95599,1,1896,0
95599,2,1896,0
95599,3,1896,0
96327,1,1897,0
96327,2,1897,0
96327,3,1897,0
95599,1,1898,0
95599,2,1898,0
96910,3,1898,1
95420,1,1899,0
96413,2,1899,1
96413,3,1899,0
96327,1,1900,0
96327,2,1900,0
97120,3,1900,1
96022,1,1901,0
96022,2,1901,0
96022,3,1901,0
93720,1,1902,0
96007,2,1902,1
96007,3,1902,0
93561,1,1903,0
93561,2,1903,0
93561,3,1903,0
95420,1,1904,0
96895,2,1904,1
96895,3,1904,0
96327,1,1905,0
96327,2,1905,0
96327,3,1905,0
95982,1,1906,0
95982,2,1906,0
95982,3,1906,0
95982,1,1907,0
95982,2,1907,0
95982,3,1907,0
96385,1,1908,0
96385,2,1908,0
96385,3,1908,0
96054,1,1909,0
96054,2,1909,0
96844,3,1909,1
94562,1,1910,0
94562,2,1910,0
94562,3,1910,0
96018,1,1911,0
96018,2,1911,0
96018,3,1911,0
96234,1,1912,0
96234,2,1912,0
96922,3,1912,1
96308,1,1913,0
96308,2,1913,0
97002,3,1913,1
95729,1,1914,0
96409,2,1914,1
96409,3,1914,0
96262,1,1915,0
96262,2,1915,0
96262,3,1915,0
95400,1,1916,0
95400,2,1916,0
95400,3,1916,0
94459,1,1917,0
95982,2,1917,1
95982,3,1917,0
95982,1,1918,0
97017,2,1918,1
97017,3,1918,0
96121,1,1919,0
96121,2,1919,0
96741,3,1919,1
95982,1,1920,0
95982,2,1920,0
97017,3,1920,1
95599,1,1921,0
96910,2,1921,1
96910,3,1921,0
95599,1,1922,0
95599,2,1922,0
95599,3,1922,0
96022,1,1923,0
96722,2,1923,1
96722,3,1923,0
93521,1,1924,0
93521,2,1924,0
93521,3,1924,0
96332,1,1925,0
96859,2,1925,1
96859,3,1925,0
96411,1,1926,0
96411,2,1926,0
96715,3,1926,1
95400,1,1927,0
96970,2,1927,1
96970,3,1927,0
96308,1,1928,0
96308,2,1928,0
96308,3,1928,0
96400,1,1929,0
96400,2,1929,0
96400,3,1929,0
96119,1,1930,0
96119,2,1930,0
96119,3,1930,0
96208,1,1931,0
96208,2,1931,0
96208,3,1931,0
94497,1,1932,0
96121,2,1932,1
96741,3,1932,1
95419,1,1933,0
96767,2,1933,1
96767,3,1933,0
94463,1,1934,0
94463,2,1934,0
94463,3,1934,0
96409,1,1935,0
96409,2,1935,0
96409,3,1935,0
96119,1,1936,0
96119,2,1936,0
96119,3,1936,0
95599,1,1937,0
95599,2,1937,0
95599,3,1937,0
95982,1,1938,0
95982,2,1938,0
95982,3,1938,0
95456,1,1939,0
95456,2,1939,0
95456,3,1939,0
96409,1,1940,0
96409,2,1940,0
96409,3,1940,0
95982,1,1941,0
95982,2,1941,0
95982,3,1941,0
96133,1,1942,0
96133,2,1942,0
96133,3,1942,0
93720,1,1943,0
96874,2,1943,1
96806,3,1943,1
96119,1,1944,0
96970,2,1944,1
96970,3,1944,0
96400,1,1945,0
96400,2,1945,0
96737,3,1945,1
96234,1,1946,0
96234,2,1946,0
96234,3,1946,0
94485,1,1947,0
96776,2,1947,1
96776,3,1947,0
95599,1,1948,0
96385,2,1948,1
96385,3,1948,0
96409,1,1949,0
96409,2,1949,0
96409,3,1949,0
96385,1,1950,0
96890,2,1950,1
96890,3,1950,0
95570,1,1951,0
96234,2,1951,1
96922,3,1951,1
95712,1,1952,0
95712,2,1952,0
96874,3,1952,1
96121,1,1953,0
96121,2,1953,0
96121,3,1953,0
96400,1,1954,0
96400,2,1954,0
96400,3,1954,0
95599,1,1955,0
95599,2,1955,0
95599,3,1955,0
93720,1,1956,0
93720,2,1956,0
93720,3,1956,0
96409,1,1957,0
96409,2,1957,0
96409,3,1957,0
95670,1,1958,0
95670,2,1958,0
97017,3,1958,1
96327,1,1959,0
96327,2,1959,0
96327,3,1959,0
93521,1,1960,0
93521,2,1960,0
93521,3,1960,0
95599,1,1961,0
95599,2,1961,0
95599,3,1961,0
96411,1,1962,0
96715,2,1962,1
96715,3,1962,0
96385,1,1963,0
96890,2,1963,1
96890,3,1963,0
96385,1,1964,0
96385,2,1964,0
96890,3,1964,1
96078,1,1965,0
96078,2,1965,0
96078,3,1965,0
96133,1,1966,0
96133,2,1966,0
96133,3,1966,0
96385,1,1967,0
96890,2,1967,1
96890,3,1967,0
95471,1,1968,0
95471,2,1968,0
96737,3,1968,1
96133,1,1969,0
96133,2,1969,0
96874,3,1969,1
96409,1,1970,0
96409,2,1970,0
97240,3,1970,1
95982,1,1971,0
95982,2,1971,0
97017,3,1971,1
94478,1,1972,0
96385,2,1972,1
96385,3,1972,0
96208,1,1973,0
96208,2,1973,0
96793,3,1973,1
95040,1,1974,0
95040,2,1974,0
95040,3,1974,0
96018,1,1975,0
96018,2,1975,0
96018,3,1975,0
95595,1,1976,0
95595,2,1976,0
95595,3,1976,0
93417,1,1977,0
96018,2,1977,1
96018,3,1977,0
95420,1,1978,0
95420,2,1978,0
95420,3,1978,0
96327,1,1979,0
96327,2,1979,0
97120,3,1979,1
95400,1,1980,0
95400,2,1980,0
95400,3,1980,0
95400,1,1981,0
95400,2,1981,0
96970,3,1981,1
96022,1,1982,0
96022,2,1982,0
96022,3,1982,0
96385,1,1983,0
96385,2,1983,0
96385,3,1983,0
96038,1,1984,0
96038,2,1984,0
96038,3,1984,0
96385,1,1985,0
96385,2,1985,0
96385,3,1985,0
96262,1,1986,0
96262,2,1986,0
96865,3,1986,1
96409,1,1987,0
96409,2,1987,0
96810,3,1987,1
96208,1,1988,0
96208,2,1988,0
96208,3,1988,0
96133,1,1989,0
96133,2,1989,0
96874,3,1989,1
95456,1,1990,0
95456,2,1990,0
95456,3,1990,0
96400,1,1991,0
96400,2,1991,0
96400,3,1991,0
94463,1,1992,0
94463,2,1992,0
94463,3,1992,0
96133,1,1993,0
96133,2,1993,0
96133,3,1993,0
95982,1,1994,0
95982,2,1994,0
95982,3,1994,0
96327,1,1995,0
96327,2,1995,0
96327,3,1995,0
95982,1,1996,0
95982,2,1996,0
95982,3,1996,0
95982,1,1997,0
95982,2,1997,0
96910,3,1997,1
96308,1,1998,0
96308,2,1998,0
97002,3,1998,1
93720,1,1999,0
93720,2,1999,0
93720,3,1999,0
96119,1,2000,0
96119,2,2000,0
96970,3,2000,1
96409,1,2001,0
96409,2,2001,0
96409,3,2001,0
96133,1,2002,0
96133,2,2002,0
96133,3,2002,0
93537,1,2003,0
93537,2,2003,0
93537,3,2003,0
95570,1,2004,0
96922,2,2004,1
96922,3,2004,0
96413,1,2005,0
96413,2,2005,0
96413,3,2005,0
95982,1,2006,0
95982,2,2006,0
95982,3,2006,0
96409,1,2007,0
96409,2,2007,0
96409,3,2007,0
93413,1,2008,0
93413,2,2008,0
96895,3,2008,1
94402,1,2009,0
94402,2,2009,0
94402,3,2009,0
96133,1,2010,0
96133,2,2010,0
96133,3,2010,0
95982,1,2011,0
97017,2,2011,1
97017,3,2011,0
96038,1,2012,0
96038,2,2012,0
96878,3,2012,1
96121,1,2013,0
96121,2,2013,0
96741,3,2013,1
95729,1,2014,0
95729,2,2014,0
95729,3,2014,0
96234,1,2015,0
96922,2,2015,1
96922,3,2015,0
96327,1,2016,0
97120,2,2016,1
97120,3,2016,0
96385,1,2017,0
96385,2,2017,0
96385,3,2017,0
95456,1,2018,0
96332,2,2018,1
96332,3,2018,0
95712,1,2019,0
95712,2,2019,0
95712,3,2019,0
96262,1,2020,0
96262,2,2020,0
96865,3,2020,1
95645,1,2021,0
95645,2,2021,0
97120,3,2021,1
93618,1,2022,0
93618,2,2022,0
93618,3,2022,0
96413,1,2023,0
96895,2,2023,1
96895,3,2023,0
96119,1,2024,0
96970,2,2024,1
96970,3,2024,0
96308,1,2025,0
96308,2,2025,0
97002,3,2025,1
95729,1,2026,0
95729,2,2026,0
95729,3,2026,0
94497,1,2027,0
94497,2,2027,0
97120,3,2027,1
96121,1,2028,0
96121,2,2028,0
96741,3,2028,1
94485,1,2029,0
94485,2,2029,0
94485,3,2029,0
93537,1,2030,0
96874,2,2030,1
96874,3,2030,0
96133,1,2031,0
96133,2,2031,0
96133,3,2031,0
96409,1,2032,0
96409,2,2032,0
96409,3,2032,0
94463,1,2033,0
96038,2,2033,1
96878,3,2033,1
96385,1,2034,0
96385,2,2034,0
96385,3,2034,0
95456,1,2035,0
95456,2,2035,0
95456,3,2035,0
94562,1,2036,0
94562,2,2036,0
94562,3,2036,0
96121,1,2037,0
96121,2,2037,0
96121,3,2037,0
96385,1,2038,0
96385,2,2038,0
96865,3,2038,1
95408,1,2039,0
95408,2,2039,0
97017,3,2039,1
96409,1,2040,0
96810,2,2040,1
96810,3,2040,0
95729,1,2041,0
95729,2,2041,0
95729,3,2041,0
96262,1,2042,0
96262,2,2042,0
96262,3,2042,0
93631,1,2043,0
93631,2,2043,0
93631,3,2043,0
96308,1,2044,0
96308,2,2044,0
97002,3,2044,1
93648,1,2045,0
93648,2,2045,0
93648,3,2045,0
96121,1,2046,0
96121,2,2046,0
96121,3,2046,0
96119,1,2047,0
96970,2,2047,1
96970,3,2047,0
96262,1,2048,0
96262,2,2048,0
96865,3,2048,1
96409,1,2049,0
96810,2,2049,1
96810,3,2049,0
96262,1,2050,0
96262,2,2050,0
96262,3,2050,0
95570,1,2051,0
95570,2,2051,0
95570,3,2051,0
96234,1,2052,0
96234,2,2052,0
96234,3,2052,0
96440,1,2053,0
96440,2,2053,0
96770,3,2053,1
94562,1,2054,0
94562,2,2054,0
94562,3,2054,0
95670,1,2055,0
95670,2,2055,0
95670,3,2055,0
96327,1,2056,0
96327,2,2056,0
96327,3,2056,0
96092,1,2057,0
96092,2,2057,0
96092,3,2057,0
95982,1,2058,0
95982,2,2058,0
95982,3,2058,0
96119,1,2059,0
96119,2,2059,0
96970,3,2059,1
96385,1,2060,0
96385,2,2060,0
96890,3,2060,1
96078,1,2061,0
96910,2,2061,1
96865,3,2061,1
96022,1,2062,0
96022,2,2062,0
96722,3,2062,1
94402,1,2063,0
94402,2,2063,0
96810,3,2063,1
96262,1,2064,0
96262,2,2064,0
96865,3,2064,1
95645,1,2065,0
95645,2,2065,0
97120,3,2065,1
95667,1,2066,0
95667,2,2066,0
97002,3,2066,1
96385,1,2067,0
96385,2,2067,0
96385,3,2067,0
96262,1,2068,0
96262,2,2068,0
96262,3,2068,0
95400,1,2069,0
95400,2,2069,0
95400,3,2069,0
95744,1,2070,0
95744,2,2070,0
96890,3,2070,1
94410,1,2071,0
94410,2,2071,0
94410,3,2071,0
96385,1,2072,0
96385,2,2072,0
96890,3,2072,1
96332,1,2073,0
96859,2,2073,1
96859,3,2073,0
96385,1,2074,0
96385,2,2074,0
96385,3,2074,0
